country_name,country_code,indicator_status,year,financial_normalized_final,financial_rank
Switzerland,CHE,"Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2016,0.32992678,120
Serbia,SRB,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.32848822,121
"Solomon Islands",SLB,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2016,0.32737280,122
Ukraine,UKR,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost",2016,0.32698889,123
"Latin America & Caribbean (excluding high income)",LAC,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.32660051,124
"Sierra Leone",SLE,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost",2016,0.32642739,125
Namibia,NAM,"Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2016,0.32426734,126
"South Africa",ZAF,"Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable",2016,0.32394197,127
"Caribbean small states",CSS,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2016,0.32285689,128
"Bahamas, The",BHS,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2016,0.32253276,129
Senegal,SEN,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.32008160,130
Kuwait,KWT,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost",2016,0.31995125,131
Togo,TGO,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.31862548,132
"Burkina Faso",BFA,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2016,0.31650777,133
Azerbaijan,AZE,"Inflation: Price Stable | Interest Rate: High Cost",2016,0.31519909,134
Iraq,IRQ,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2016,0.31242594,135
Mali,MLI,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2016,0.31231306,136
Belarus,BLR,"Interest Rate: High Cost | Inflation: Price Stable",2016,0.31181215,137
Djibouti,DJI,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2016,0.31075106,138
Kazakhstan,KAZ,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.31010957,139
Ecuador,ECU,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.30864476,140
"Cote d'Ivoire",CIV,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.30773931,141
Malawi,MWI,"Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2016,0.30276597,142
Pakistan,PAK,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.30097591,143
Tanzania,TZA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2016,0.29971253,144
Benin,BEN,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2016,0.29919096,145
Niger,NER,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.29536171,146
Uganda,UGA,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.29462996,147
Guinea,GIN,"GDP: Growing Economy | Inflation: Price Stable",2016,0.29301727,148
Ethiopia,ETH,"Inflation: Price Stable | GDP: Growing Economy",2016,0.29039124,149
"Iran, Islamic Rep.",IRN,"Inflation: Price Stable | GDP: Growing Economy",2016,0.28874334,150
Guinea-Bissau,GNB,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.28840896,151
India,IND,"Inflation: Price Stable | GDP: Growing Economy",2016,0.28832757,152
"South Asia",SAS,"Inflation: Price Stable | GDP: Growing Economy",2016,0.28784803,153
"South Asia (IDA & IBRD)",TSA,"Inflation: Price Stable | GDP: Growing Economy",2016,0.28784803,153
Kiribati,KIR,"Inflation: Price Stable | GDP: Growing Economy",2016,0.28678009,155
"Lao PDR",LAO,"Inflation: Price Stable | GDP: Growing Economy",2016,0.28674054,156
"Viet Nam",VNM,"Inflation: Price Stable | GDP: Growing Economy",2016,0.28556818,157
"United Arab Emirates",ARE,"GDP: Growing Economy | Inflation: Price Stable",2016,0.28358742,158
"Lower middle income",LMC,"Inflation: Price Stable | GDP: Growing Economy",2016,0.28298767,159
Oman,OMN,"GDP: Growing Economy | Inflation: Price Stable",2016,0.28237158,160
Israel,ISR,"Inflation: Price Stable | GDP: Growing Economy",2016,0.28163790,161
Panama,PAN,"GDP: Growing Economy | Inflation: Price Stable",2016,0.28140289,162
Cameroon,CMR,"GDP: Growing Economy | Inflation: Price Stable",2016,0.28128379,163
"Sri Lanka",LKA,"Inflation: Price Stable | GDP: Growing Economy",2016,0.28128186,164
"Papua New Guinea",PNG,"Inflation: Price Stable | GDP: Growing Economy",2016,0.28126331,165
Haiti,HTI,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2016,0.28106994,166
"Sao Tome and Principe",STP,"Inflation: Price Stable | GDP: Growing Economy",2016,0.28102046,167
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Inflation: Price Stable | GDP: Growing Economy",2016,0.28048774,168
"Central African Republic",CAF,"GDP: Growing Economy | Inflation: Price Stable",2016,0.28020946,169
Singapore,SGP,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27999195,170
Libya,LBY,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.27980480,171
"New Zealand",NZL,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27961015,172
"Heavily indebted poor countries (HIPC)",HPC,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27945601,173
"IDA only",IDX,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27940005,174
"Early-demographic dividend",EAR,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27934540,175
Peru,PER,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27889066,176
Bahrain,BHR,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27886128,177
Comoros,COM,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27848888,178
"Arab World",ARB,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27846679,179
Kenya,KEN,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27844434,180
"Least developed countries: UN classification",LDC,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27753933,181
"IDA total",IDA,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27730916,182
Burundi,BDI,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27639130,183
Germany,DEU,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27606328,184
"IDA blend",IDB,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27573538,185
Gabon,GAB,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27514318,186
"Pre-demographic dividend",PRE,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27496908,187
"Europe & Central Asia (IDA & IBRD countries)",TEC,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27495917,188
Mongolia,MNG,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27428313,189
"Saudi Arabia",SAU,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27426411,190
"Africa Eastern and Southern",AFE,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27357625,191
Mauritania,MRT,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27346822,192
Zambia,ZMB,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27297964,193
Canada,CAN,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27297469,194
"Gambia, The",GMB,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27283857,195
Ghana,GHA,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27223822,196
"Sub-Saharan Africa",SSF,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27195753,197
"Sub-Saharan Africa (IDA & IBRD countries)",TSS,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27195753,197
Vanuatu,VUT,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Interest Rate: High Cost",2016,0.27185518,199
Morocco,MAR,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27169171,200
"Sub-Saharan Africa (excluding high income)",SSA,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27119429,201
"Africa Western and Central",AFW,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27098583,202
"Fragile and conflict affected situations",FCS,"Inflation: Price Stable | GDP: Growing Economy",2016,0.27098341,203
"Low income",LIC,"GDP: Growing Economy | Inflation: Price Stable",2016,0.27008925,204
"Russian Federation",RUS,"GDP: Growing Economy | Inflation: Price Stable",2016,0.26886373,205
Liberia,LBR,"GDP: Growing Economy | Inflation: Price Stable",2016,0.26415494,206
Chad,TCD,"Inflation: Price Stable | GDP: Weak Economy",2016,0.26188922,207
Nigeria,NGA,"GDP: Growing Economy | Inflation: Price Stable",2016,0.26136622,208
"St. Kitts and Nevis",KNA,"Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.25110030,209
"Equatorial Guinea",GNQ,"Inflation: Price Stable | GDP: Weak Economy",2016,0.25017762,210
"Congo, Rep.",COG,"Inflation: Price Stable | GDP: Weak Economy",2016,0.24979769,211
"Euro area",EMU,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2016,0.24938252,212
Bhutan,BTN,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.24780606,213
Tonga,TON,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2016,0.24439145,214
Suriname,SUR,"Interest Rate: Normal Cost | GDP: Weak Economy | Private Credit: Weak | Private Credit: Weak",2016,0.22892255,215
Eswatini,SWZ,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy",2016,0.21230889,216
"Kyrgyz Republic",KGZ,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2016,0.19729979,217
Argentina,ARG,"GDP: Growing Economy | Interest Rate: Normal Cost",2016,0.18707360,218
Madagascar,MDG,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2016,0.14722537,219
Palau,PLW,"Inflation: Price Stable",2016,0.14569462,220
Lebanon,LBN,"Inflation: Price Stable",2016,0.14559521,221
"San Marino",SMR,"Inflation: Price Stable",2016,0.14505226,222
Afghanistan,AFG,"Inflation: Price Stable",2016,0.14362223,223
"Turks and Caicos Islands",TCA,"GDP: Growing Economy",2016,0.14258731,224
"Somalia, Fed. Rep.",SOM,"GDP: Growing Economy",2016,0.14207848,225
Tajikistan,TJK,"GDP: Growing Economy",2016,0.14177781,226
Turkmenistan,TKM,"GDP: Growing Economy",2016,0.14015882,227
Myanmar,MMR,"GDP: Growing Economy",2016,0.13937245,228
Nauru,NRU,"GDP: Growing Economy",2016,0.13537121,229
Andorra,AND,"GDP: Growing Economy",2016,0.13439981,230
Sudan,SDN,"GDP: Growing Economy",2016,0.13384473,231
Monaco,MCO,"GDP: Growing Economy",2016,0.13278082,232
"Marshall Islands",MHL,"GDP: Growing Economy",2016,0.13160126,233
"French Polynesia",PYF,"GDP: Growing Economy",2016,0.13113869,234
Barbados,BRB,"GDP: Growing Economy",2016,0.12928841,235
"Faroe Islands",FRO,"GDP: Growing Economy",2016,0.12903400,236
Aruba,ABW,"GDP: Growing Economy",2016,0.12866394,237
"Sint Maarten (Dutch part)",SXM,"GDP: Growing Economy",2016,0.12806260,238
"Micronesia, Fed. Sts.",FSM,"GDP: Growing Economy",2016,0.12799322,239
Zimbabwe,ZWE,"GDP: Growing Economy",2016,0.12757690,240
Cuba,CUB,"GDP: Growing Economy",2016,0.12699869,241
"Congo, Dem. Rep.",COD,"GDP: Growing Economy",2016,0.12672115,242
Bermuda,BMU,"GDP: Growing Economy",2016,0.12429265,243
Curacao,CUW,"GDP: Growing Economy",2016,0.12334438,244
"Puerto Rico (US)",PRI,"GDP: Growing Economy",2016,0.12290494,245
"South Sudan",SSD,"Interest Rate: Normal Cost",2016,0.09699794,246
"Venezuela, RB",VEN,"GDP: Weak Economy",2016,0.08640814,247
"Hong Kong SAR, China",HKG,"Private Credit: Healthy | Private Credit: Healthy | GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2017,0.64452096,1
China,CHN,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2017,0.55349035,2
Cyprus,CYP,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy",2017,0.54964949,3
"North America",NAC,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy",2017,0.54676285,4
"United States",USA,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2017,0.54656710,5
Norway,NOR,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy",2017,0.53498123,6
Thailand,THA,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2017,0.53438510,7
"Korea, Rep.",KOR,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2017,0.51214355,8
Japan,JPN,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2017,0.50835329,9
Denmark,DNK,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average",2017,0.50134938,10
Malaysia,MYS,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2017,0.50024453,11
"Post-demographic dividend",PST,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy",2017,0.48485785,12
"East Asia & Pacific",EAS,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy",2017,0.48263771,13
"East Asia & Pacific (IDA & IBRD countries)",TEA,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy",2017,0.47685370,14
"East Asia & Pacific (excluding high income)",EAP,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2017,0.47684223,15
"OECD members",OED,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy",2017,0.47426954,16
"High income",HIC,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2017,0.47203855,17
Australia,AUS,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2017,0.46836016,18
Mauritius,MUS,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2017,0.46152561,19
"United Kingdom",GBR,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy",2017,0.45886218,20
Sweden,SWE,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2017,0.45706901,21
Fiji,FJI,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2017,0.45202081,22
World,WLD,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2017,0.45142695,23
Iceland,ISL,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable",2017,0.44565335,24
"Late-demographic dividend",LTE,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2017,0.44488656,25
Italy,ITA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2017,0.43802926,26
Qatar,QAT,"Private Credit: Weak | Private Credit: Weak | Interest Rate: Normal Cost | Inflation: Price Stable | GDP: Growing Economy",2017,0.43681710,27
"Upper middle income",UMC,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.43556287,28
Chile,CHL,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.42877085,29
Netherlands,NLD,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2017,0.42627905,30
Samoa,WSM,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable",2017,0.42616255,31
Jordan,JOR,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2017,0.42587310,32
Spain,ESP,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.42056261,33
Portugal,PRT,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.41849841,34
"IBRD only",IBD,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.41540058,35
"Middle income",MIC,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.41508520,36
France,FRA,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.41403786,37
"Low & middle income",LMY,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.41374647,38
Greece,GRC,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.41122699,39
Luxembourg,LUX,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.41039341,40
"Bosnia and Herzegovina",BIH,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable",2017,0.40939801,41
"St. Lucia",LCA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2017,0.40932410,42
"IDA & IBRD total",IBT,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.40777945,43
"Costa Rica",CRI,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2017,0.40747404,44
Georgia,GEO,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2017,0.40708100,45
Finland,FIN,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2017,0.40628097,46
Czechia,CZE,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable",2017,0.40379238,47
Armenia,ARM,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2017,0.39953964,48
Bulgaria,BGR,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2017,0.39924997,49
Honduras,HND,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2017,0.39854446,50
Grenada,GRD,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2017,0.39815288,51
"Europe & Central Asia",ECS,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2017,0.39802707,52
"Other small states",OSS,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.39760443,53
Montenegro,MNE,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2017,0.39754472,54
Malta,MLT,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.39582115,55
"European Union",EUU,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.39501357,56
"North Macedonia",MKD,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable",2017,0.39208348,57
Austria,AUT,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.39031122,58
Bangladesh,BGD,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2017,0.38919790,59
Colombia,COL,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2017,0.38623028,60
Nicaragua,NIC,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2017,0.38604353,61
"St. Vincent and the Grenadines",VCT,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2017,0.38501102,62
Nepal,NPL,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.38367064,63
"Brunei Darussalam",BRN,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable",2017,0.38277311,64
Hungary,HUN,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy | Interest Rate: Normal Cost",2017,0.38143747,65
Indonesia,IDN,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2017,0.38134234,66
"Antigua and Barbuda",ATG,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2017,0.38121626,67
Romania,ROU,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2017,0.37924538,68
Turkiye,TUR,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.37906732,69
"Small states",SST,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.37801201,70
Cambodia,KHM,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.37628806,71
Albania,ALB,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2017,0.37511023,72
Belize,BLZ,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable",2017,0.37471204,73
Maldives,MDV,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2017,0.37412740,74
"Pacific island small states",PSS,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.37400827,75
Mexico,MEX,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2017,0.37378465,76
Jamaica,JAM,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2017,0.37168704,77
"Egypt, Arab Rep.",EGY,"Private Credit: Weak | Private Credit: Weak | Interest Rate: Normal Cost | Inflation: Price Stable | GDP: Growing Economy",2017,0.37119678,78
Botswana,BWA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2017,0.36868135,79
Guyana,GUY,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable",2017,0.36745168,80
Estonia,EST,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.36676615,81
Guatemala,GTM,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2017,0.36600994,82
Uzbekistan,UZB,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: Normal Cost | GDP: Growing Economy",2017,0.36523102,83
"Trinidad and Tobago",TTO,"GDP: Weak Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost",2017,0.36375740,84
Dominica,DMA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Weak Economy",2017,0.36287847,85
Belgium,BEL,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.36112941,86
Tunisia,TUN,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.36088690,87
Brazil,BRA,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost",2017,0.36012973,88
"Dominican Republic",DOM,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost",2017,0.35948692,89
Moldova,MDA,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2017,0.35939500,90
"Macao SAR, China",MAC,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy",2017,0.35829623,91
"Slovak Republic",SVK,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.35699405,92
"Europe & Central Asia (excluding high income)",ECA,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.35514763,93
Algeria,DZA,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2017,0.35291353,94
Libya,LBY,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.35265649,95
Croatia,HRV,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.35252050,96
Poland,POL,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.35125915,97
Uruguay,URY,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable",2017,0.35043133,98
"El Salvador",SLV,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2017,0.35028270,99
Ireland,IRL,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2017,0.34980275,100
Rwanda,RWA,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost",2017,0.34925771,101
Philippines,PHL,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.34570529,102
"Central Europe and the Baltics",CEB,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2017,0.34280397,103
Bolivia,BOL,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2017,0.34258443,104
Slovenia,SVN,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2017,0.34198052,105
Angola,AGO,"Inflation: Price Stable | GDP: Growing Economy | Interest Rate: Normal Cost | Private Credit: Weak | Private Credit: Weak",2017,0.34103231,106
Mozambique,MOZ,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2017,0.33714176,107
"Latin America & Caribbean",LCN,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.33713269,108
"Latin America & the Caribbean (IDA & IBRD countries)",TLA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2017,0.33703963,109
