country_name,country_code,year,financial_normalized_final,year_change,result
"Cote d'Ivoire",CIV,2018,0.30472529,-0.00580499,"Economy Declined"
"Cote d'Ivoire",CIV,2019,0.30861460,0.00388931,"Economy Improved"
"Cote d'Ivoire",CIV,2020,0.29621175,-0.01240285,"Economy Declined"
"Cote d'Ivoire",CIV,2021,0.31085774,0.01464599,"Economy Improved"
"Cote d'Ivoire",CIV,2022,0.30871095,-0.00214679,"Economy Declined"
"Cote d'Ivoire",CIV,2023,0.31098060,0.00226965,"Economy Improved"
"Cote d'Ivoire",CIV,2024,0.31086379,-0.00011681,"Economy Declined"
Cameroon,CMR,2015,0.28320525,NULL,"First Year (No Previous Data)"
Cameroon,CMR,2016,0.28128379,-0.00192146,"Economy Declined"
Cameroon,CMR,2017,0.27905889,-0.00222490,"Economy Declined"
Cameroon,CMR,2018,0.27986587,0.00080698,"Economy Improved"
Cameroon,CMR,2019,0.27822804,-0.00163783,"Economy Declined"
Cameroon,CMR,2020,0.27078448,-0.00744356,"Economy Declined"
Cameroon,CMR,2021,0.27797307,0.00718859,"Economy Improved"
Cameroon,CMR,2022,0.27737641,-0.00059666,"Economy Declined"
Cameroon,CMR,2023,0.27604233,-0.00133408,"Economy Declined"
Cameroon,CMR,2024,0.27752525,0.00148292,"Economy Improved"
"Congo, Dem. Rep.",COD,2015,0.14052887,NULL,"First Year (No Previous Data)"
"Congo, Dem. Rep.",COD,2016,0.12672115,-0.01380772,"Economy Declined"
"Congo, Dem. Rep.",COD,2017,0.13562563,0.00890448,"Economy Improved"
"Congo, Dem. Rep.",COD,2018,0.13985815,0.00423252,"Economy Improved"
"Congo, Dem. Rep.",COD,2019,0.12711433,-0.01274382,"Economy Declined"
"Congo, Dem. Rep.",COD,2020,0.12762316,0.00050883,"Economy Improved"
"Congo, Dem. Rep.",COD,2021,0.14069077,0.01306761,"Economy Improved"
"Congo, Dem. Rep.",COD,2022,0.14735178,0.00666101,"Economy Improved"
"Congo, Dem. Rep.",COD,2023,0.14554776,-0.00180402,"Economy Declined"
"Congo, Dem. Rep.",COD,2024,0.13999692,-0.00555084,"Economy Declined"
"Congo, Rep.",COG,2015,0.27087542,NULL,"First Year (No Previous Data)"
"Congo, Rep.",COG,2016,0.24979769,-0.02107773,"Economy Declined"
"Congo, Rep.",COG,2017,0.25801520,0.00821751,"Economy Improved"
"Congo, Rep.",COG,2018,0.26535683,0.00734163,"Economy Improved"
"Congo, Rep.",COG,2019,0.27286148,0.00750465,"Economy Improved"
"Congo, Rep.",COG,2020,0.25592627,-0.01693521,"Economy Declined"
"Congo, Rep.",COG,2021,0.27281755,0.01689128,"Economy Improved"
"Congo, Rep.",COG,2022,0.27337675,0.00055920,"Economy Improved"
"Congo, Rep.",COG,2023,0.27388950,0.00051275,"Economy Improved"
"Congo, Rep.",COG,2024,0.27590177,0.00201227,"Economy Improved"
Colombia,COL,2015,0.38480284,NULL,"First Year (No Previous Data)"
Colombia,COL,2016,0.38173867,-0.00306417,"Economy Declined"
Colombia,COL,2017,0.38623028,0.00449161,"Economy Improved"
Colombia,COL,2018,0.38503380,-0.00119648,"Economy Declined"
Colombia,COL,2019,0.38624246,0.00120866,"Economy Improved"
Colombia,COL,2020,0.37007643,-0.01616603,"Economy Declined"
Colombia,COL,2021,0.41368141,0.04360498,"Economy Improved"
Colombia,COL,2022,0.39863774,-0.01504367,"Economy Declined"
Colombia,COL,2023,0.36442766,-0.03421008,"Economy Declined"
Colombia,COL,2024,0.36945824,0.00503058,"Economy Improved"
Comoros,COM,2015,0.27382176,NULL,"First Year (No Previous Data)"
Comoros,COM,2016,0.27848888,0.00466712,"Economy Improved"
Comoros,COM,2017,0.28004296,0.00155408,"Economy Improved"
Comoros,COM,2018,0.27871281,-0.00133015,"Economy Declined"
Comoros,COM,2019,0.27381787,-0.00489494,"Economy Declined"
Comoros,COM,2020,0.27035147,-0.00346640,"Economy Declined"
Comoros,COM,2021,0.27574181,0.00539034,"Economy Improved"
Comoros,COM,2022,0.27233854,-0.00340327,"Economy Declined"
Comoros,COM,2023,0.27485430,0.00251576,"Economy Improved"
Comoros,COM,2024,0.27691011,0.00205581,"Economy Improved"
"Cabo Verde",CPV,2015,0.32067464,NULL,"First Year (No Previous Data)"
"Cabo Verde",CPV,2016,0.32999967,0.00932503,"Economy Improved"
"Cabo Verde",CPV,2017,0.32944175,-0.00055792,"Economy Declined"
"Cabo Verde",CPV,2018,0.32843376,-0.00100799,"Economy Declined"
"Cabo Verde",CPV,2019,0.33450950,0.00607574,"Economy Improved"
"Cabo Verde",CPV,2020,0.27119785,-0.06331165,"Economy Declined"
"Cabo Verde",CPV,2021,0.33702514,0.06582729,"Economy Improved"
"Cabo Verde",CPV,2022,0.36077920,0.02375406,"Economy Improved"
"Cabo Verde",CPV,2023,0.33358399,-0.02719521,"Economy Declined"
"Cabo Verde",CPV,2024,0.33791573,0.00433174,"Economy Improved"
"Costa Rica",CRI,2015,0.39826468,NULL,"First Year (No Previous Data)"
"Costa Rica",CRI,2016,0.40526774,0.00700306,"Economy Improved"
"Costa Rica",CRI,2017,0.40747404,0.00220630,"Economy Improved"
"Costa Rica",CRI,2018,0.40398628,-0.00348776,"Economy Declined"
"Costa Rica",CRI,2019,0.40100527,-0.00298101,"Economy Declined"
"Costa Rica",CRI,2020,0.39187300,-0.00913227,"Economy Declined"
"Costa Rica",CRI,2021,0.41800058,0.02612758,"Economy Improved"
"Costa Rica",CRI,2022,0.40456543,-0.01343515,"Economy Declined"
"Costa Rica",CRI,2023,0.39693198,-0.00763345,"Economy Declined"
"Costa Rica",CRI,2024,0.39891921,0.00198723,"Economy Improved"
"Caribbean small states",CSS,2015,0.32762261,NULL,"First Year (No Previous Data)"
"Caribbean small states",CSS,2016,0.32285689,-0.00476572,"Economy Declined"
"Caribbean small states",CSS,2017,0.32462333,0.00176644,"Economy Improved"
"Caribbean small states",CSS,2018,0.32932979,0.00470646,"Economy Improved"
"Caribbean small states",CSS,2019,0.32998431,0.00065452,"Economy Improved"
"Caribbean small states",CSS,2020,0.31629808,-0.01368623,"Economy Declined"
"Caribbean small states",CSS,2021,0.34187769,0.02557961,"Economy Improved"
"Caribbean small states",CSS,2022,0.35000980,0.00813211,"Economy Improved"
"Caribbean small states",CSS,2023,0.33999656,-0.01001324,"Economy Declined"
"Caribbean small states",CSS,2024,0.34356145,0.00356489,"Economy Improved"
Cuba,CUB,2015,0.13608820,NULL,"First Year (No Previous Data)"
Cuba,CUB,2016,0.12699869,-0.00908951,"Economy Declined"
Cuba,CUB,2017,0.13000540,0.00300671,"Economy Improved"
Cuba,CUB,2018,0.13102305,0.00101765,"Economy Improved"
Cuba,CUB,2019,0.12544908,-0.00557397,"Economy Declined"
Cuba,CUB,2020,0.10049341,-0.02495567,"Economy Declined"
Cuba,CUB,2021,0.12871020,0.02821679,"Economy Improved"
Cuba,CUB,2022,0.12991288,0.00120268,"Economy Improved"
Cuba,CUB,2023,0.12135533,-0.00855755,"Economy Declined"
Cuba,CUB,2024,0.12336751,0.00201218,"Economy Improved"
Curacao,CUW,2015,0.12688305,NULL,"First Year (No Previous Data)"
Curacao,CUW,2016,0.12334438,-0.00353867,"Economy Declined"
Curacao,CUW,2017,0.12285868,-0.00048570,"Economy Declined"
Curacao,CUW,2018,0.12096215,-0.00189653,"Economy Declined"
Curacao,CUW,2019,0.11839488,-0.00256727,"Economy Declined"
Curacao,CUW,2020,0.08317015,-0.03522473,"Economy Declined"
Curacao,CUW,2021,0.13548686,0.05231671,"Economy Improved"
Curacao,CUW,2022,0.14180094,0.00631408,"Economy Improved"
Curacao,CUW,2023,0.13553311,-0.00626783,"Economy Declined"
Curacao,CUW,2024,0.13745278,0.00191967,"Economy Improved"
Cyprus,CYP,2015,0.61796783,NULL,"First Year (No Previous Data)"
Cyprus,CYP,2016,0.58673161,-0.03123622,"Economy Declined"
Cyprus,CYP,2017,0.54964949,-0.03708212,"Economy Declined"
Cyprus,CYP,2018,0.47101668,-0.07863281,"Economy Declined"
Cyprus,CYP,2019,0.43024869,-0.04076799,"Economy Declined"
Cyprus,CYP,2020,0.40924639,-0.02100230,"Economy Declined"
Cyprus,CYP,2021,0.41503098,0.00578459,"Economy Improved"
Cyprus,CYP,2022,0.38216038,-0.03287060,"Economy Declined"
Cyprus,CYP,2023,0.35884744,-0.02331294,"Economy Declined"
Cyprus,CYP,2024,0.35474815,-0.00409929,"Economy Declined"
Czechia,CZE,2015,0.40140303,NULL,"First Year (No Previous Data)"
Czechia,CZE,2016,0.39835079,-0.00305224,"Economy Declined"
Czechia,CZE,2017,0.40379238,0.00544159,"Economy Improved"
Czechia,CZE,2018,0.40056494,-0.00322744,"Economy Declined"
Czechia,CZE,2019,0.40122991,0.00066497,"Economy Improved"
Czechia,CZE,2020,0.38532636,-0.01590355,"Economy Declined"
Czechia,CZE,2021,0.40634903,0.02102267,"Economy Improved"
Czechia,CZE,2022,0.39842787,-0.00792116,"Economy Declined"
Czechia,CZE,2023,0.39179736,-0.00663051,"Economy Declined"
Czechia,CZE,2024,0.39288308,0.00108572,"Economy Improved"
Germany,DEU,2015,0.27476043,NULL,"First Year (No Previous Data)"
Germany,DEU,2016,0.27606328,0.00130285,"Economy Improved"
Germany,DEU,2017,0.27701472,0.00095144,"Economy Improved"
Germany,DEU,2018,0.27309127,-0.00392345,"Economy Declined"
Germany,DEU,2019,0.27282827,-0.00026300,"Economy Declined"
Germany,DEU,2020,0.26151049,-0.01131778,"Economy Declined"
Germany,DEU,2021,0.27898551,0.01747502,"Economy Improved"
Germany,DEU,2022,0.27267555,-0.00630996,"Economy Declined"
Germany,DEU,2023,0.26682888,-0.00584667,"Economy Declined"
Germany,DEU,2024,0.26909554,0.00226666,"Economy Improved"
Djibouti,DJI,2015,0.31433707,NULL,"First Year (No Previous Data)"
Djibouti,DJI,2016,0.31075106,-0.00358601,"Economy Declined"
Djibouti,DJI,2017,0.30876918,-0.00198188,"Economy Declined"
Djibouti,DJI,2018,0.30798152,-0.00078766,"Economy Declined"
Djibouti,DJI,2019,0.30958712,0.00160560,"Economy Improved"
Djibouti,DJI,2020,0.29842562,-0.01116150,"Economy Declined"
Djibouti,DJI,2021,0.30248926,0.00406364,"Economy Improved"
Djibouti,DJI,2022,0.30444925,0.00195999,"Economy Improved"
Djibouti,DJI,2023,0.31245104,0.00800179,"Economy Improved"
Djibouti,DJI,2024,0.31442451,0.00197347,"Economy Improved"
Dominica,DMA,2015,0.38016173,NULL,"First Year (No Previous Data)"
Dominica,DMA,2016,0.38432361,0.00416188,"Economy Improved"
Dominica,DMA,2017,0.36287847,-0.02144514,"Economy Declined"
Dominica,DMA,2018,0.38993187,0.02705340,"Economy Improved"
Dominica,DMA,2019,0.37612809,-0.01380378,"Economy Declined"
Dominica,DMA,2020,0.34732743,-0.02880066,"Economy Declined"
Dominica,DMA,2021,0.39913237,0.05180494,"Economy Improved"
Dominica,DMA,2022,0.40433490,0.00520253,"Economy Improved"
Dominica,DMA,2023,0.38509649,-0.01923841,"Economy Declined"
Dominica,DMA,2024,0.37948466,-0.00561183,"Economy Declined"
Denmark,DNK,2015,0.51125084,NULL,"First Year (No Previous Data)"
Denmark,DNK,2016,0.50875591,-0.00249493,"Economy Declined"
Denmark,DNK,2017,0.50134938,-0.00740653,"Economy Declined"
Denmark,DNK,2018,0.49856317,-0.00278621,"Economy Declined"
Denmark,DNK,2019,0.49815089,-0.00041228,"Economy Declined"
Denmark,DNK,2020,0.49251792,-0.00563297,"Economy Declined"
Denmark,DNK,2021,0.49942228,0.00690436,"Economy Improved"
Denmark,DNK,2022,0.46652873,-0.03289355,"Economy Declined"
Denmark,DNK,2023,0.47430733,0.00777860,"Economy Improved"
Denmark,DNK,2024,0.47693749,0.00263016,"Economy Improved"
"Dominican Republic",DOM,2015,0.36227153,NULL,"First Year (No Previous Data)"
"Dominican Republic",DOM,2016,0.36185174,-0.00041979,"Economy Declined"
"Dominican Republic",DOM,2017,0.35948692,-0.00236482,"Economy Declined"
"Dominican Republic",DOM,2018,0.36879975,0.00931283,"Economy Improved"
"Dominican Republic",DOM,2019,0.36425062,-0.00454913,"Economy Declined"
"Dominican Republic",DOM,2020,0.34138215,-0.02286847,"Economy Declined"
"Dominican Republic",DOM,2021,0.38997538,0.04859323,"Economy Improved"
"Dominican Republic",DOM,2022,0.36990996,-0.02006542,"Economy Declined"
"Dominican Republic",DOM,2023,0.36121180,-0.00869816,"Economy Declined"
"Dominican Republic",DOM,2024,0.36687773,0.00566593,"Economy Improved"
Algeria,DZA,2015,0.34064885,NULL,"First Year (No Previous Data)"
Algeria,DZA,2016,0.35093877,0.01028992,"Economy Improved"
Algeria,DZA,2017,0.35291353,0.00197476,"Economy Improved"
Algeria,DZA,2018,0.35534889,0.00243536,"Economy Improved"
Algeria,DZA,2019,0.34948231,-0.00586658,"Economy Declined"
Algeria,DZA,2020,0.33269265,-0.01678966,"Economy Declined"
Algeria,DZA,2021,0.37034398,0.03765133,"Economy Improved"
Algeria,DZA,2022,0.36918419,-0.00115979,"Economy Declined"
Algeria,DZA,2023,0.34849231,-0.02069188,"Economy Declined"
Algeria,DZA,2024,0.35276234,0.00427003,"Economy Improved"
"East Asia & Pacific (excluding high income)",EAP,2015,0.47486076,NULL,"First Year (No Previous Data)"
"East Asia & Pacific (excluding high income)",EAP,2016,0.47790661,0.00304585,"Economy Improved"
"East Asia & Pacific (excluding high income)",EAP,2017,0.47684223,-0.00106438,"Economy Declined"
"East Asia & Pacific (excluding high income)",EAP,2018,0.48123147,0.00438924,"Economy Improved"
"East Asia & Pacific (excluding high income)",EAP,2019,0.48809388,0.00686241,"Economy Improved"
"East Asia & Pacific (excluding high income)",EAP,2020,0.50009438,0.01200050,"Economy Improved"
"East Asia & Pacific (excluding high income)",EAP,2021,0.51038017,0.01028579,"Economy Improved"
"East Asia & Pacific (excluding high income)",EAP,2022,0.50751037,-0.00286980,"Economy Declined"
"East Asia & Pacific (excluding high income)",EAP,2023,0.52123171,0.01372134,"Economy Improved"
"East Asia & Pacific (excluding high income)",EAP,2024,0.52776581,0.00653410,"Economy Improved"
"Early-demographic dividend",EAR,2015,0.27972580,NULL,"First Year (No Previous Data)"
"Early-demographic dividend",EAR,2016,0.27934540,-0.00038040,"Economy Declined"
"Early-demographic dividend",EAR,2017,0.28022755,0.00088215,"Economy Improved"
"Early-demographic dividend",EAR,2018,0.27794370,-0.00228385,"Economy Declined"
"Early-demographic dividend",EAR,2019,0.27531096,-0.00263274,"Economy Declined"
"Early-demographic dividend",EAR,2020,0.26003905,-0.01527191,"Economy Declined"
"Early-demographic dividend",EAR,2021,0.28690647,0.02686742,"Economy Improved"
"Early-demographic dividend",EAR,2022,0.28228647,-0.00462000,"Economy Declined"
"Early-demographic dividend",EAR,2023,0.27950312,-0.00278335,"Economy Declined"
"Early-demographic dividend",EAR,2024,0.27834248,-0.00116064,"Economy Declined"
"East Asia & Pacific",EAS,2015,0.47778488,NULL,"First Year (No Previous Data)"
"East Asia & Pacific",EAS,2016,0.48157351,0.00378863,"Economy Improved"
"East Asia & Pacific",EAS,2017,0.48263771,0.00106420,"Economy Improved"
"East Asia & Pacific",EAS,2018,0.48442799,0.00179028,"Economy Improved"
"East Asia & Pacific",EAS,2019,0.49136851,0.00694052,"Economy Improved"
"East Asia & Pacific",EAS,2020,0.50431416,0.01294565,"Economy Improved"
"East Asia & Pacific",EAS,2021,0.51517062,0.01085646,"Economy Improved"
"East Asia & Pacific",EAS,2022,0.51068452,-0.00448610,"Economy Declined"
"East Asia & Pacific",EAS,2023,0.51938946,0.00870494,"Economy Improved"
"East Asia & Pacific",EAS,2024,0.52381965,0.00443019,"Economy Improved"
"Europe & Central Asia (excluding high income)",ECA,2015,0.34993340,NULL,"First Year (No Previous Data)"
"Europe & Central Asia (excluding high income)",ECA,2016,0.35050305,0.00056965,"Economy Improved"
"Europe & Central Asia (excluding high income)",ECA,2017,0.35514763,0.00464458,"Economy Improved"
"Europe & Central Asia (excluding high income)",ECA,2018,0.34571699,-0.00943064,"Economy Declined"
"Europe & Central Asia (excluding high income)",ECA,2019,0.33990601,-0.00581098,"Economy Declined"
"Europe & Central Asia (excluding high income)",ECA,2020,0.34414597,0.00423996,"Economy Improved"
"Europe & Central Asia (excluding high income)",ECA,2021,0.35797510,0.01382913,"Economy Improved"
"Europe & Central Asia (excluding high income)",ECA,2022,0.32844045,-0.02953465,"Economy Declined"
"Europe & Central Asia (excluding high income)",ECA,2023,0.33170526,0.00326481,"Economy Improved"
"Europe & Central Asia (excluding high income)",ECA,2024,0.33050026,-0.00120500,"Economy Declined"
"Europe & Central Asia",ECS,2015,0.40343565,NULL,"First Year (No Previous Data)"
"Europe & Central Asia",ECS,2016,0.40216195,-0.00127370,"Economy Declined"
"Europe & Central Asia",ECS,2017,0.39802707,-0.00413488,"Economy Declined"
"Europe & Central Asia",ECS,2018,0.39482804,-0.00319903,"Economy Declined"
"Europe & Central Asia",ECS,2019,0.39278572,-0.00204232,"Economy Declined"
"Europe & Central Asia",ECS,2020,0.38862381,-0.00416191,"Economy Declined"
"Europe & Central Asia",ECS,2021,0.40861405,0.01999024,"Economy Improved"
"Europe & Central Asia",ECS,2022,0.39330642,-0.01530763,"Economy Declined"
"Europe & Central Asia",ECS,2023,0.38145150,-0.01185492,"Economy Declined"
"Europe & Central Asia",ECS,2024,0.38137886,-0.00007264,"Economy Declined"
Ecuador,ECU,2015,0.30746542,NULL,"First Year (No Previous Data)"
Ecuador,ECU,2016,0.30864476,0.00117934,"Economy Improved"
Ecuador,ECU,2017,0.32837861,0.01973385,"Economy Improved"
Ecuador,ECU,2018,0.32302133,-0.00535728,"Economy Declined"
Ecuador,ECU,2019,0.32694596,0.00392463,"Economy Improved"
Ecuador,ECU,2020,0.31436018,-0.01258578,"Economy Declined"
Ecuador,ECU,2021,0.35833283,0.04397265,"Economy Improved"
Ecuador,ECU,2022,0.35254779,-0.00578504,"Economy Declined"
Ecuador,ECU,2023,0.34702245,-0.00552534,"Economy Declined"
Ecuador,ECU,2024,0.34042963,-0.00659282,"Economy Declined"
"Egypt, Arab Rep.",EGY,2015,0.36564458,NULL,"First Year (No Previous Data)"
"Egypt, Arab Rep.",EGY,2016,0.36887766,0.00323308,"Economy Improved"
"Egypt, Arab Rep.",EGY,2017,0.37119678,0.00231912,"Economy Improved"
"Egypt, Arab Rep.",EGY,2018,0.36812005,-0.00307673,"Economy Declined"
"Egypt, Arab Rep.",EGY,2019,0.36316975,-0.00495030,"Economy Declined"
"Egypt, Arab Rep.",EGY,2020,0.36105430,-0.00211545,"Economy Declined"
"Egypt, Arab Rep.",EGY,2021,0.36444178,0.00338748,"Economy Improved"
"Egypt, Arab Rep.",EGY,2022,0.37747258,0.01303080,"Economy Improved"
"Egypt, Arab Rep.",EGY,2023,0.36792574,-0.00954684,"Economy Declined"
"Egypt, Arab Rep.",EGY,2024,0.36619974,-0.00172600,"Economy Declined"
"Euro area",EMU,2015,0.25152043,NULL,"First Year (No Previous Data)"
"Euro area",EMU,2016,0.24938252,-0.00213791,"Economy Declined"
"Euro area",EMU,2017,0.24978673,0.00040421,"Economy Improved"
"Euro area",EMU,2018,0.24614043,-0.00364630,"Economy Declined"
"Euro area",EMU,2019,0.24475672,-0.00138371,"Economy Declined"
"Euro area",EMU,2020,0.23927052,-0.00548620,"Economy Declined"
"Euro area",EMU,2021,0.26163464,0.02236412,"Economy Improved"
"Euro area",EMU,2022,0.24953125,-0.01210339,"Economy Declined"
"Euro area",EMU,2023,0.23470570,-0.01482555,"Economy Declined"
"Euro area",EMU,2024,0.23238673,-0.00231897,"Economy Declined"
Spain,ESP,2015,0.44257272,NULL,"First Year (No Previous Data)"
Spain,ESP,2016,0.42951586,-0.01305686,"Economy Declined"
Spain,ESP,2017,0.42056261,-0.00895325,"Economy Declined"
Spain,ESP,2018,0.41060534,-0.00995727,"Economy Declined"
Spain,ESP,2019,0.40373586,-0.00686948,"Economy Declined"
Spain,ESP,2020,0.39281746,-0.01091840,"Economy Declined"
Spain,ESP,2021,0.41939825,0.02658079,"Economy Improved"
Spain,ESP,2022,0.40212569,-0.01727256,"Economy Declined"
Spain,ESP,2023,0.38120004,-0.02092565,"Economy Declined"
Spain,ESP,2024,0.37798904,-0.00321100,"Economy Declined"
Estonia,EST,2015,0.36633765,NULL,"First Year (No Previous Data)"
Estonia,EST,2016,0.36995542,0.00361777,"Economy Improved"
Estonia,EST,2017,0.36676615,-0.00318927,"Economy Declined"
Estonia,EST,2018,0.35933820,-0.00742795,"Economy Declined"
Estonia,EST,2019,0.35630333,-0.00303487,"Economy Declined"
Estonia,EST,2020,0.34801063,-0.00829270,"Economy Declined"
Estonia,EST,2021,0.36732947,0.01931884,"Economy Improved"
Estonia,EST,2022,0.33686364,-0.03046583,"Economy Declined"
Estonia,EST,2023,0.33789198,0.00102834,"Economy Improved"
Estonia,EST,2024,0.35023218,0.01234020,"Economy Improved"
Ethiopia,ETH,2015,0.29148744,NULL,"First Year (No Previous Data)"
Ethiopia,ETH,2016,0.29039124,-0.00109620,"Economy Declined"
Ethiopia,ETH,2017,0.28913953,-0.00125171,"Economy Declined"
Ethiopia,ETH,2018,0.28160171,-0.00753782,"Economy Declined"
Ethiopia,ETH,2019,0.28440642,0.00280471,"Economy Improved"
Ethiopia,ETH,2020,0.27734712,-0.00705930,"Economy Declined"
Ethiopia,ETH,2021,0.27389803,-0.00344909,"Economy Declined"
Ethiopia,ETH,2022,0.27046228,-0.00343575,"Economy Declined"
Ethiopia,ETH,2023,0.27480286,0.00434058,"Economy Improved"
Ethiopia,ETH,2024,0.28067204,0.00586918,"Economy Improved"
"European Union",EUU,2015,0.39740045,NULL,"First Year (No Previous Data)"
"European Union",EUU,2016,0.39512754,-0.00227291,"Economy Declined"
"European Union",EUU,2017,0.39501357,-0.00011397,"Economy Declined"
"European Union",EUU,2018,0.39128393,-0.00372964,"Economy Declined"
"European Union",EUU,2019,0.38960942,-0.00167451,"Economy Declined"
"European Union",EUU,2020,0.38393140,-0.00567802,"Economy Declined"
"European Union",EUU,2021,0.40466337,0.02073197,"Economy Improved"
"European Union",EUU,2022,0.38954534,-0.01511803,"Economy Declined"
"European Union",EUU,2023,0.37566101,-0.01388433,"Economy Declined"
"European Union",EUU,2024,0.37447906,-0.00118195,"Economy Declined"
"Fragile and conflict affected situations",FCS,2015,0.27048456,NULL,"First Year (No Previous Data)"
"Fragile and conflict affected situations",FCS,2016,0.27098341,0.00049885,"Economy Improved"
"Fragile and conflict affected situations",FCS,2017,0.27252454,0.00154113,"Economy Improved"
"Fragile and conflict affected situations",FCS,2018,0.27335725,0.00083271,"Economy Improved"
"Fragile and conflict affected situations",FCS,2019,0.27207586,-0.00128139,"Economy Declined"
"Fragile and conflict affected situations",FCS,2020,0.25286902,-0.01920684,"Economy Declined"
"Fragile and conflict affected situations",FCS,2021,0.27302591,0.02015689,"Economy Improved"
"Fragile and conflict affected situations",FCS,2022,0.27127256,-0.00175335,"Economy Declined"
"Fragile and conflict affected situations",FCS,2023,0.27337015,0.00209759,"Economy Improved"
"Fragile and conflict affected situations",FCS,2024,0.27407108,0.00070093,"Economy Improved"
Finland,FIN,2015,0.40145421,NULL,"First Year (No Previous Data)"
Finland,FIN,2016,0.40579760,0.00434339,"Economy Improved"
Finland,FIN,2017,0.40628097,0.00048337,"Economy Improved"
Finland,FIN,2018,0.40247135,-0.00380962,"Economy Declined"
Finland,FIN,2019,0.40432852,0.00185717,"Economy Improved"
Finland,FIN,2020,0.40392002,-0.00040850,"Economy Declined"
Finland,FIN,2021,0.41289841,0.00897839,"Economy Improved"
Finland,FIN,2022,0.40102574,-0.01187267,"Economy Declined"
Finland,FIN,2023,0.39330153,-0.00772421,"Economy Declined"
Finland,FIN,2024,0.39649071,0.00318918,"Economy Improved"
Fiji,FJI,2015,0.44127739,NULL,"First Year (No Previous Data)"
Fiji,FJI,2016,0.44360002,0.00232263,"Economy Improved"
Fiji,FJI,2017,0.45202081,0.00842079,"Economy Improved"
Fiji,FJI,2018,0.45719593,0.00517512,"Economy Improved"
Fiji,FJI,2019,0.46127881,0.00408288,"Economy Improved"
Fiji,FJI,2020,0.45584140,-0.00543741,"Economy Declined"
Fiji,FJI,2021,0.50067624,0.04483484,"Economy Improved"
Fiji,FJI,2022,0.53324612,0.03256988,"Economy Improved"
Fiji,FJI,2023,0.50258113,-0.03066499,"Economy Declined"
Fiji,FJI,2024,0.49479350,-0.00778763,"Economy Declined"
France,FRA,2015,0.40269002,NULL,"First Year (No Previous Data)"
France,FRA,2016,0.40572674,0.00303672,"Economy Improved"
France,FRA,2017,0.41403786,0.00831112,"Economy Improved"
France,FRA,2018,0.41695336,0.00291550,"Economy Improved"
France,FRA,2019,0.42133919,0.00438583,"Economy Improved"
France,FRA,2020,0.42570862,0.00436943,"Economy Improved"
France,FRA,2021,0.45179635,0.02608773,"Economy Improved"
France,FRA,2022,0.43879281,-0.01300354,"Economy Declined"
France,FRA,2023,0.42650157,-0.01229124,"Economy Declined"
France,FRA,2024,0.41999935,-0.00650222,"Economy Declined"
"Faroe Islands",FRO,2015,0.12803947,NULL,"First Year (No Previous Data)"
"Faroe Islands",FRO,2016,0.12903400,0.00099453,"Economy Improved"
"Faroe Islands",FRO,2017,0.13393724,0.00490324,"Economy Improved"
"Faroe Islands",FRO,2018,0.13220261,-0.00173463,"Economy Declined"
"Faroe Islands",FRO,2019,0.13631948,0.00411687,"Economy Improved"
"Faroe Islands",FRO,2020,0.12202606,-0.01429342,"Economy Declined"
"Faroe Islands",FRO,2021,0.13754529,0.01551923,"Economy Improved"
"Faroe Islands",FRO,2022,0.13474674,-0.00279855,"Economy Declined"
"Faroe Islands",FRO,2023,0.13312775,-0.00161899,"Economy Declined"
"Faroe Islands",FRO,2024,0.12776193,-0.00536582,"Economy Declined"
"Micronesia, Fed. Sts.",FSM,2015,0.13606507,NULL,"First Year (No Previous Data)"
"Micronesia, Fed. Sts.",FSM,2016,0.12799322,-0.00807185,"Economy Declined"
"Micronesia, Fed. Sts.",FSM,2017,0.13086115,0.00286793,"Economy Improved"
"Micronesia, Fed. Sts.",FSM,2018,0.12581913,-0.00504202,"Economy Declined"
"Micronesia, Fed. Sts.",FSM,2019,0.13525557,0.00943644,"Economy Improved"
"Micronesia, Fed. Sts.",FSM,2020,0.12195667,-0.01329890,"Economy Declined"
"Micronesia, Fed. Sts.",FSM,2021,0.13298898,0.01103231,"Economy Improved"
"Micronesia, Fed. Sts.",FSM,2022,0.11908874,-0.01390024,"Economy Declined"
"Micronesia, Fed. Sts.",FSM,2023,0.12685992,0.00777118,"Economy Improved"
"Micronesia, Fed. Sts.",FSM,2024,0.12748439,0.00062447,"Economy Improved"
Gabon,GAB,2015,0.28021997,NULL,"First Year (No Previous Data)"
Gabon,GAB,2016,0.27514318,-0.00507679,"Economy Declined"
Gabon,GAB,2017,0.27118989,-0.00395329,"Economy Declined"
Gabon,GAB,2018,0.27124268,0.00005279,"Economy Improved"
Gabon,GAB,2019,0.27924187,0.00799919,"Economy Improved"
Gabon,GAB,2020,0.26634427,-0.01289760,"Economy Declined"
Gabon,GAB,2021,0.27409922,0.00775495,"Economy Improved"
Gabon,GAB,2022,0.27652979,0.00243057,"Economy Improved"
Gabon,GAB,2023,0.27537149,-0.00115830,"Economy Declined"
Gabon,GAB,2024,0.27850931,0.00313782,"Economy Improved"
"United Kingdom",GBR,2015,0.45449657,NULL,"First Year (No Previous Data)"
"United Kingdom",GBR,2016,0.45638475,0.00188818,"Economy Improved"
"United Kingdom",GBR,2017,0.45886218,0.00247743,"Economy Improved"
"United Kingdom",GBR,2018,0.45619906,-0.00266312,"Economy Declined"
