country_name,country_code,year,financial_normalized_final,indicator_status
"Costa Rica",CRI,2021,0.41800058,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
"Costa Rica",CRI,2022,0.40456543,"GDP: Growing Economy | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak"
"Costa Rica",CRI,2023,0.39693198,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost"
"Costa Rica",CRI,2024,0.39891921,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
"Cote d'Ivoire",CIV,2015,0.30627361,"Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable"
"Cote d'Ivoire",CIV,2016,0.30773931,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
"Cote d'Ivoire",CIV,2017,0.31053028,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy"
"Cote d'Ivoire",CIV,2018,0.30472529,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
"Cote d'Ivoire",CIV,2019,0.30861460,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
"Cote d'Ivoire",CIV,2020,0.29621175,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy"
"Cote d'Ivoire",CIV,2021,0.31085774,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
"Cote d'Ivoire",CIV,2022,0.30871095,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak"
"Cote d'Ivoire",CIV,2023,0.31098060,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
"Cote d'Ivoire",CIV,2024,0.31086379,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Croatia,HRV,2015,0.36104468,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
Croatia,HRV,2016,0.35806173,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Croatia,HRV,2017,0.35252050,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable"
Croatia,HRV,2018,0.34911584,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
Croatia,HRV,2019,0.34794788,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Croatia,HRV,2020,0.33055217,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable"
Croatia,HRV,2021,0.36923836,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
Croatia,HRV,2022,0.35044653,"GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable | Private Credit: Weak"
Croatia,HRV,2023,0.33759585,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable"
Croatia,HRV,2024,0.34024938,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
Cuba,CUB,2015,0.13608820,"GDP: Growing Economy"
Cuba,CUB,2016,0.12699869,"GDP: Growing Economy"
Cuba,CUB,2017,0.13000540,"GDP: Growing Economy"
Cuba,CUB,2018,0.13102305,"GDP: Growing Economy"
Cuba,CUB,2019,0.12544908,"GDP: Growing Economy"
Cuba,CUB,2020,0.10049341,"GDP: Weak Economy"
Cuba,CUB,2021,0.12871020,"GDP: Growing Economy"
Cuba,CUB,2022,0.12991288,"GDP: Growing Economy"
Cuba,CUB,2023,0.12135533,"GDP: Growing Economy"
Cuba,CUB,2024,0.12336751,"GDP: Growing Economy"
Curacao,CUW,2015,0.12688305,"GDP: Growing Economy"
Curacao,CUW,2016,0.12334438,"GDP: Growing Economy"
Curacao,CUW,2017,0.12285868,"GDP: Growing Economy"
Curacao,CUW,2018,0.12096215,"GDP: Growing Economy"
Curacao,CUW,2019,0.11839488,NULL
Curacao,CUW,2020,0.08317015,"GDP: Weak Economy"
Curacao,CUW,2021,0.13548686,"GDP: Growing Economy"
Curacao,CUW,2022,0.14180094,"GDP: Growing Economy"
Curacao,CUW,2023,0.13553311,"GDP: Growing Economy"
Curacao,CUW,2024,0.13745278,"GDP: Growing Economy"
Cyprus,CYP,2015,0.61796783,"GDP: Growing Economy | Private Credit: Healthy | Private Credit: Healthy | Inflation: Price Stable"
Cyprus,CYP,2016,0.58673161,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Healthy | Private Credit: Healthy"
Cyprus,CYP,2017,0.54964949,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy"
Cyprus,CYP,2018,0.47101668,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable"
Cyprus,CYP,2019,0.43024869,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Cyprus,CYP,2020,0.40924639,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
Cyprus,CYP,2021,0.41503098,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
Cyprus,CYP,2022,0.38216038,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak"
Cyprus,CYP,2023,0.35884744,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
Cyprus,CYP,2024,0.35474815,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Czechia,CZE,2015,0.40140303,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak"
Czechia,CZE,2016,0.39835079,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Czechia,CZE,2017,0.40379238,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable"
Czechia,CZE,2018,0.40056494,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
Czechia,CZE,2019,0.40122991,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Czechia,CZE,2020,0.38532636,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable"
Czechia,CZE,2021,0.40634903,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
Czechia,CZE,2022,0.39842787,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: Normal Cost | Private Credit: Weak | Private Credit: Weak"
Czechia,CZE,2023,0.39179736,"Inflation: Price Stable | Interest Rate: Normal Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Czechia,CZE,2024,0.39288308,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy"
Denmark,DNK,2015,0.51125084,"Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average"
Denmark,DNK,2016,0.50875591,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy"
Denmark,DNK,2017,0.50134938,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average"
Denmark,DNK,2018,0.49856317,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy"
Denmark,DNK,2019,0.49815089,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average"
Denmark,DNK,2020,0.49251792,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy"
Denmark,DNK,2021,0.49942228,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average"
Denmark,DNK,2022,0.46652873,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable"
Denmark,DNK,2023,0.47430733,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy"
Denmark,DNK,2024,0.47693749,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average"
Djibouti,DJI,2015,0.31433707,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Djibouti,DJI,2016,0.31075106,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable"
Djibouti,DJI,2017,0.30876918,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Djibouti,DJI,2018,0.30798152,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable"
Djibouti,DJI,2019,0.30958712,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Djibouti,DJI,2020,0.29842562,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable"
Djibouti,DJI,2021,0.30248926,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Djibouti,DJI,2022,0.30444925,"Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable"
Djibouti,DJI,2023,0.31245104,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Djibouti,DJI,2024,0.31442451,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy"
Dominica,DMA,2015,0.38016173,"Private Credit: Weak | Inflation: Price Stable | Private Credit: Weak | Interest Rate: High Cost"
Dominica,DMA,2016,0.38432361,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Dominica,DMA,2017,0.36287847,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Weak Economy"
Dominica,DMA,2018,0.38993187,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost"
Dominica,DMA,2019,0.37612809,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Dominica,DMA,2020,0.34732743,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Weak Economy"
Dominica,DMA,2021,0.39913237,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost"
Dominica,DMA,2022,0.40433490,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak"
Dominica,DMA,2023,0.38509649,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy"
Dominica,DMA,2024,0.37948466,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost"
"Dominican Republic",DOM,2015,0.36227153,"Interest Rate: High Cost | Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable"
"Dominican Republic",DOM,2016,0.36185174,"Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak"
"Dominican Republic",DOM,2017,0.35948692,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost"
"Dominican Republic",DOM,2018,0.36879975,"Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
"Dominican Republic",DOM,2019,0.36425062,"Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak"
"Dominican Republic",DOM,2020,0.34138215,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable | Interest Rate: High Cost"
"Dominican Republic",DOM,2021,0.38997538,"Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
"Dominican Republic",DOM,2022,0.36990996,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak"
"Dominican Republic",DOM,2023,0.36121180,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost"
"Dominican Republic",DOM,2024,0.36687773,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
"Early-demographic dividend",EAR,2015,0.27972580,"Inflation: Price Stable | GDP: Growing Economy"
"Early-demographic dividend",EAR,2016,0.27934540,"GDP: Growing Economy | Inflation: Price Stable"
"Early-demographic dividend",EAR,2017,0.28022755,"Inflation: Price Stable | GDP: Growing Economy"
"Early-demographic dividend",EAR,2018,0.27794370,"GDP: Growing Economy | Inflation: Price Stable"
"Early-demographic dividend",EAR,2019,0.27531096,"Inflation: Price Stable | GDP: Growing Economy"
"Early-demographic dividend",EAR,2020,0.26003905,"GDP: Weak Economy | Inflation: Price Stable"
"Early-demographic dividend",EAR,2021,0.28690647,"Inflation: Price Stable | GDP: Growing Economy"
"Early-demographic dividend",EAR,2022,0.28228647,"GDP: Growing Economy | Inflation: Price Stable"
"Early-demographic dividend",EAR,2023,0.27950312,"Inflation: Price Stable | GDP: Growing Economy"
"Early-demographic dividend",EAR,2024,0.27834248,"GDP: Growing Economy | Inflation: Price Stable"
"East Asia & Pacific",EAS,2015,0.47778488,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable"
"East Asia & Pacific",EAS,2016,0.48157351,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average"
"East Asia & Pacific",EAS,2017,0.48263771,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy"
"East Asia & Pacific",EAS,2018,0.48442799,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable"
"East Asia & Pacific",EAS,2019,0.49136851,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average"
"East Asia & Pacific",EAS,2020,0.50431416,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy"
"East Asia & Pacific",EAS,2021,0.51517062,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable"
"East Asia & Pacific",EAS,2022,0.51068452,"Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average"
"East Asia & Pacific",EAS,2023,0.51938946,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable"
"East Asia & Pacific",EAS,2024,0.52381965,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average"
"East Asia & Pacific (excluding high income)",EAP,2015,0.47486076,"Inflation: Price Stable | Private Credit: Average | GDP: Growing Economy | Private Credit: Average"
"East Asia & Pacific (excluding high income)",EAP,2016,0.47790661,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average"
"East Asia & Pacific (excluding high income)",EAP,2017,0.47684223,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable"
"East Asia & Pacific (excluding high income)",EAP,2018,0.48123147,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy"
"East Asia & Pacific (excluding high income)",EAP,2019,0.48809388,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average"
"East Asia & Pacific (excluding high income)",EAP,2020,0.50009438,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable"
"East Asia & Pacific (excluding high income)",EAP,2021,0.51038017,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy"
"East Asia & Pacific (excluding high income)",EAP,2022,0.50751037,"GDP: Growing Economy | Private Credit: Average | Inflation: Price Stable | Private Credit: Average"
"East Asia & Pacific (excluding high income)",EAP,2023,0.52123171,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable"
"East Asia & Pacific (excluding high income)",EAP,2024,0.52776581,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy"
"East Asia & Pacific (IDA & IBRD countries)",TEA,2015,0.47491047,"Private Credit: Average | GDP: Growing Economy | Private Credit: Average | Inflation: Price Stable"
"East Asia & Pacific (IDA & IBRD countries)",TEA,2016,0.47796778,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average"
"East Asia & Pacific (IDA & IBRD countries)",TEA,2017,0.47685370,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy"
"East Asia & Pacific (IDA & IBRD countries)",TEA,2018,0.48133853,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable"
"East Asia & Pacific (IDA & IBRD countries)",TEA,2019,0.48809770,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average"
"East Asia & Pacific (IDA & IBRD countries)",TEA,2020,0.50010203,"Private Credit: Average | Private Credit: Average | Inflation: Price Stable | GDP: Growing Economy"
"East Asia & Pacific (IDA & IBRD countries)",TEA,2021,0.51041458,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable"
"East Asia & Pacific (IDA & IBRD countries)",TEA,2022,0.50749890,"Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average"
"East Asia & Pacific (IDA & IBRD countries)",TEA,2023,0.52116288,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable"
"East Asia & Pacific (IDA & IBRD countries)",TEA,2024,0.52780023,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average"
Ecuador,ECU,2015,0.30746542,"Inflation: Price Stable | Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak"
Ecuador,ECU,2016,0.30864476,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Ecuador,ECU,2017,0.32837861,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable"
Ecuador,ECU,2018,0.32302133,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
Ecuador,ECU,2019,0.32694596,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Ecuador,ECU,2020,0.31436018,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable"
Ecuador,ECU,2021,0.35833283,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
Ecuador,ECU,2022,0.35254779,"GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable | Private Credit: Weak"
Ecuador,ECU,2023,0.34702245,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable"
Ecuador,ECU,2024,0.34042963,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
"Egypt, Arab Rep.",EGY,2015,0.36564458,"Private Credit: Weak | GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Inflation: Price Stable"
"Egypt, Arab Rep.",EGY,2016,0.36887766,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
"Egypt, Arab Rep.",EGY,2017,0.37119678,"Private Credit: Weak | Private Credit: Weak | Interest Rate: Normal Cost | Inflation: Price Stable | GDP: Growing Economy"
"Egypt, Arab Rep.",EGY,2018,0.36812005,"GDP: Growing Economy | Interest Rate: Normal Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
"Egypt, Arab Rep.",EGY,2019,0.36316975,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
"Egypt, Arab Rep.",EGY,2020,0.36105430,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy"
"Egypt, Arab Rep.",EGY,2021,0.36444178,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
"Egypt, Arab Rep.",EGY,2022,0.37747258,"Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak"
"Egypt, Arab Rep.",EGY,2023,0.36792574,"Inflation: Price Stable | Interest Rate: Normal Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
"Egypt, Arab Rep.",EGY,2024,0.36619974,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: Normal Cost | Private Credit: Weak | Private Credit: Weak"
"El Salvador",SLV,2015,0.34853554,"Inflation: Price Stable | Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak"
"El Salvador",SLV,2016,0.34971642,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable"
"El Salvador",SLV,2017,0.35028270,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
"El Salvador",SLV,2018,0.35235383,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable"
"El Salvador",SLV,2019,0.35532946,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
"El Salvador",SLV,2020,0.34042294,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable"
"El Salvador",SLV,2021,0.37882710,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
"El Salvador",SLV,2022,0.35877042,"Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable"
"El Salvador",SLV,2023,0.36033986,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
"El Salvador",SLV,2024,0.36021997,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy"
"Equatorial Guinea",GNQ,2015,0.24940366,"GDP: Weak Economy | Inflation: Price Stable"
"Equatorial Guinea",GNQ,2016,0.25017762,"Inflation: Price Stable | GDP: Weak Economy"
"Equatorial Guinea",GNQ,2017,0.25771929,"GDP: Weak Economy | Inflation: Price Stable"
"Equatorial Guinea",GNQ,2018,0.25627860,"Inflation: Price Stable | GDP: Weak Economy"
"Equatorial Guinea",GNQ,2019,0.25785666,"GDP: Weak Economy | Inflation: Price Stable"
"Equatorial Guinea",GNQ,2020,0.25821368,"Inflation: Price Stable | GDP: Weak Economy"
"Equatorial Guinea",GNQ,2021,0.27314339,"GDP: Growing Economy | Inflation: Price Stable"
"Equatorial Guinea",GNQ,2022,0.27673198,"GDP: Growing Economy | Inflation: Price Stable"
"Equatorial Guinea",GNQ,2023,0.25825014,"Inflation: Price Stable | GDP: Weak Economy"
"Equatorial Guinea",GNQ,2024,0.27210430,"GDP: Growing Economy | Inflation: Price Stable"
Estonia,EST,2015,0.36633765,"Inflation: Price Stable | Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak"
Estonia,EST,2016,0.36995542,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Estonia,EST,2017,0.36676615,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable"
Estonia,EST,2018,0.35933820,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
Estonia,EST,2019,0.35630333,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Estonia,EST,2020,0.34801063,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
Estonia,EST,2021,0.36732947,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
Estonia,EST,2022,0.33686364,"GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable | Private Credit: Weak"
Estonia,EST,2023,0.33789198,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
Estonia,EST,2024,0.35023218,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
Eswatini,SWZ,2015,0.20864608,"Private Credit: Weak | GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak"
Eswatini,SWZ,2016,0.21230889,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy"
Eswatini,SWZ,2017,0.20960316,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak"
Eswatini,SWZ,2018,0.20060563,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy"
Eswatini,SWZ,2019,0.21280365,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak"
Eswatini,SWZ,2020,0.19850402,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost"
Eswatini,SWZ,2021,0.20961828,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak"
Eswatini,SWZ,2022,0.21033310,"Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak"
Eswatini,SWZ,2023,0.21178307,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy"
Eswatini,SWZ,2024,0.20511847,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost"
Ethiopia,ETH,2015,0.29148744,"GDP: Growing Economy | Inflation: Price Stable"
Ethiopia,ETH,2016,0.29039124,"Inflation: Price Stable | GDP: Growing Economy"
Ethiopia,ETH,2017,0.28913953,"GDP: Growing Economy | Inflation: Price Stable"
Ethiopia,ETH,2018,0.28160171,"Inflation: Price Stable | GDP: Growing Economy"
Ethiopia,ETH,2019,0.28440642,"GDP: Growing Economy | Inflation: Price Stable"
Ethiopia,ETH,2020,0.27734712,"Inflation: Price Stable | GDP: Growing Economy"
Ethiopia,ETH,2021,0.27389803,"GDP: Growing Economy | Inflation: Price Stable"
Ethiopia,ETH,2022,0.27046228,"Inflation: Price Stable | GDP: Growing Economy"
Ethiopia,ETH,2023,0.27480286,"GDP: Growing Economy | Inflation: Price Stable"
Ethiopia,ETH,2024,0.28067204,"Inflation: Price Stable | GDP: Growing Economy"
"Euro area",EMU,2015,0.25152043,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
"Euro area",EMU,2016,0.24938252,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
"Euro area",EMU,2017,0.24978673,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
"Euro area",EMU,2018,0.24614043,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
"Euro area",EMU,2019,0.24475672,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
"Euro area",EMU,2020,0.23927052,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy"
"Euro area",EMU,2021,0.26163464,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
"Euro area",EMU,2022,0.24953125,"Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak"
"Euro area",EMU,2023,0.23470570,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
"Euro area",EMU,2024,0.23238673,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
"Europe & Central Asia",ECS,2015,0.40343565,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
"Europe & Central Asia",ECS,2016,0.40216195,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable"
"Europe & Central Asia",ECS,2017,0.39802707,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
